Date,Sales,Year,Month,Week
2015-03-19,4372034,2015,3,12
2015-03-20,4384437,2015,3,12
2015-03-21,3047457,2015,3,12
2015-03-22,22012,2015,3,12
2015-03-23,3759356,2015,3,12
2015-03-24,3497718,2015,3,12
2015-03-25,3359890,2015,3,12
2015-03-26,3441346,2015,3,13
2015-03-27,3732434,2015,3,13
2015-03-28,3347665,2015,3,13
2015-03-29,30044,2015,3,13
2015-03-30,6519678,2015,3,13
2015-03-31,5932788,2015,3,13
2015-04-01,5858166,2015,4,13
2015-04-02,5990223,2015,4,14
2015-04-04,4566128,2015,4,14
2015-04-05,22579,2015,4,14
2015-04-06,36996,2015,4,14
2015-04-07,4406880,2015,4,14
2015-04-08,3769733,2015,4,14
2015-04-09,3663595,2015,4,15
2015-04-10,3618366,2015,4,15
2015-04-11,3153863,2015,4,15
2015-04-12,28677,2015,4,15
2015-04-13,6013934,2015,4,15
2015-04-14,5070715,2015,4,15
2015-04-15,4425094,2015,4,15
2015-04-16,4560208,2015,4,16
2015-04-17,4557191,2015,4,16
2015-04-18,3234560,2015,4,16
2015-04-19,26351,2015,4,16
2015-04-20,3687241,2015,4,16
2015-04-21,3403789,2015,4,16
2015-04-22,3360700,2015,4,16
2015-04-23,3383861,2015,4,17
2015-04-24,3409813,2015,4,17
2015-04-25,3047296,2015,4,17
2015-04-26,25415,2015,4,17
2015-04-27,5701500,2015,4,17
2015-04-28,5054171,2015,4,17
2015-04-29,5149290,2015,4,17
2015-04-30,5994956,2015,4,18
2015-05-01,1295,2015,5,18
2015-05-02,4340574,2015,5,18
2015-05-03,34072,2015,5,18
2015-05-04,6031810,2015,5,18
2015-05-05,4843864,2015,5,18
2015-05-06,4731113,2015,5,18
2015-05-07,4646731,2015,5,19
2015-05-08,4648338,2015,5,19
2015-05-09,3451740,2015,5,19
2015-05-10,28742,2015,5,19
2015-05-11,3767044,2015,5,19
2015-05-12,3714367,2015,5,19
2015-05-13,4334817,2015,5,19
2015-05-14,35339,2015,5,20
2015-05-15,4566807,2015,5,20
2015-05-16,3208647,2015,5,20
2015-05-17,33846,2015,5,20
2015-05-18,5788149,2015,5,20
2015-05-19,4855625,2015,5,20
2015-05-20,4534824,2015,5,20
2015-05-21,4470337,2015,5,21
2015-05-22,4456813,2015,5,21
2015-05-23,3312240,2015,5,21
2015-05-24,36183,2015,5,21
2015-05-25,41024,2015,5,21
2015-05-26,4244729,2015,5,21
2015-05-27,3783313,2015,5,21
2015-05-28,3801284,2015,5,22
2015-05-29,4470995,2015,5,22
2015-05-30,3627912,2015,5,22
2015-05-31,37786,2015,5,22
2015-06-01,6351127,2015,6,22
2015-06-02,5445149,2015,6,22
2015-06-03,5227892,2015,6,22
2015-06-04,1964696,2015,6,23
2015-06-05,5141299,2015,6,23
2015-06-06,3217573,2015,6,23
2015-06-07,37643,2015,6,23
2015-06-08,4025031,2015,6,23
2015-06-09,3800430,2015,6,23
2015-06-10,3588223,2015,6,23
2015-06-11,3613624,2015,6,24
2015-06-12,3552525,2015,6,24
2015-06-13,3161810,2015,6,24
2015-06-14,38717,2015,6,24
2015-06-15,6171272,2015,6,24
2015-06-16,5288894,2015,6,24
2015-06-17,4692762,2015,6,24
2015-06-18,4346675,2015,6,25
2015-06-19,4408884,2015,6,25
2015-06-20,3101156,2015,6,25
2015-06-21,32077,2015,6,25
2015-06-22,3570918,2015,6,25
2015-06-23,3464737,2015,6,25
2015-06-24,3467867,2015,6,25
2015-06-25,3434827,2015,6,26
2015-06-26,3575524,2015,6,26
2015-06-27,3182046,2015,6,26
2015-06-28,37434,2015,6,26
2015-06-29,6489788,2015,6,26
2015-06-30,6327237,2015,6,26
2015-07-01,4940213,2015,7,26
2015-07-02,4565168,2015,7,27
2015-07-03,4491161,2015,7,27
2015-07-04,2952626,2015,7,27
2015-07-05,40384,2015,7,27
2015-07-06,4137007,2015,7,27
2015-07-07,3551296,2015,7,27
2015-07-08,3730150,2015,7,27
2015-07-09,3735672,2015,7,28
2015-07-10,3775550,2015,7,28
2015-07-11,3070374,2015,7,28
2015-07-12,43187,2015,7,28
2015-07-13,5753861,2015,7,28
2015-07-14,5059171,2015,7,28
2015-07-15,4779650,2015,7,28
2015-07-16,4535275,2015,7,29
2015-07-17,4164812,2015,7,29
2015-07-18,3157657,2015,7,29
2015-07-19,55404,2015,7,29
2015-07-20,3996292,2015,7,29
2015-07-21,3515258,2015,7,29
2015-07-22,3337937,2015,7,29
2015-07-23,3594960,2015,7,30
2015-07-24,3499777,2015,7,30
2015-07-25,2847063,2015,7,30
2015-07-26,55506,2015,7,30
2015-07-27,5603824,2015,7,30
2015-07-28,4910264,2015,7,30
2015-07-29,4524391,2015,7,30
2015-07-30,4685380,2015,7,31
2015-07-31,5380356,2015,7,31
